Block,Location Description,Latitude,Longitude,X Coordinate,Y Coordinate,Community Area,Ward,District,Beat,LocationID
022XX E 68TH ST,RESIDENCE PORCH/HALLWAY,41.771684375,-87.571068474,1192183.0,1860314.0,43,5,3,331,446702
115XX S AVENUE L,"SCHOOL, PUBLIC, GROUNDS",41.685923288,-87.536474608,1201909.0,1829149.0,52,10,4,433,263697
060XX S CHAMPLAIN AVE,RESIDENCE PORCH/HALLWAY,41.785018995,-87.609703726,1181603.0,1865082.0,42,20,3,313,163296
062XX S KIMBARK AVE,STREET,41.781901899,-87.594676891,1185711.0,1863981.0,42,20,3,314,133772
0000X S MICHIGAN AVE,PARK PROPERTY,41.881777074,-87.624355667,1177316.0,1900307.0,32,42,1,114,154605
032XX S ASHLAND AVE,SMALL RETAIL STORE,41.835312075,-87.665684868,1166193.0,1883285.0,59,11,9,912,290025
039XX W MONROE ST,SIDEWALK,41.879780947,-87.724103885,1150158.0,1899371.0,26,28,11,1122,386065
011XX W MADISON ST,BAR OR TAVERN,41.881653231,-87.65519598,1168918.0,1900194.0,28,27,12,1224,463849
098XX S BENSLEY AVE,RESIDENCE-GARAGE,41.716442841,-87.563440123,1194444.0,1840203.0,51,7,4,431,337760
069XX S WABASH AVE,RESIDENTIAL YARD (FRONT/BACK),41.768542522,-87.623378759,1177923.0,1859047.0,69,6,3,322,295319
007XX N RUSH ST,STREET,41.896133693,-87.625489799,1176964.0,1905536.0,8,42,18,1833,675558
040XX N PONTIAC AVE,RESIDENCE,41.953048303,-87.835481827,1119672.0,1925874.0,17,36,16,1614,102625
001XX N KARLOV AVE,STREET,41.882398504,-87.728169881,1149044.0,1900317.0,26,28,11,1114,597279
043XX S CHRISTIANA AVE,STREET,41.814509374,-87.707903484,1154743.0,1875618.0,58,14,8,821,594140
005XX E 50TH ST,STREET,41.803986732,-87.612204459,1180863.0,1871988.0,38,4,2,223,295628
053XX W DIVISION ST,OTHER,41.902204542,-87.759882378,1140360.0,1907475.0,25,37,25,2532,268216
008XX W 69TH ST,CTA BUS STOP,41.768832144,-87.644812781,1172075.0,1859105.0,68,6,7,723,163729
050XX S LAPORTE AVE,STREET,41.801530316,-87.746660602,1144210.0,1870814.0,56,23,8,814,737364
010XX E 75TH ST,SIDEWALK,41.758649762,-87.598997257,1184605.0,1855498.0,69,8,3,323,410512
012XX S CALIFORNIA BLVD,PARK PROPERTY,41.865368586,-87.695872978,1157885.0,1894175.0,29,24,10,1022,14839
027XX N MILDRED AVE,OTHER,41.9316883,-87.651402806,1169806.0,1918435.0,7,43,19,1935,610667
009XX S LAWNDALE AVE,STREET,41.869703985,-87.71791397,1151870.0,1895711.0,29,24,11,1133,152927
048XX W DEMING PL,STREET,41.92699439,-87.747074284,1143785.0,1916532.0,19,31,25,2521,198263
077XX W NORWOOD ST,RESIDENCE,41.989515321,-87.820955072,1123544.0,1939186.0,10,41,16,1612,593780
046XX S MC DOWELL AVE,STREET,41.809635739,-87.663640674,1166823.0,1873933.0,61,3,9,924,645354
023XX W GARFIELD BLVD,ALLEY,41.793834119,-87.681766952,1161925.0,1868137.0,63,16,9,932,374621
006XX N LEAMINGTON AVE,RESIDENCE,41.891844275,-87.754263898,1141915.0,1903710.0,25,28,15,1532,402725
013XX S INDEPENDENCE BLVD,ALLEY,41.86300966,-87.720276288,1151244.0,1893267.0,29,24,10,1011,16544
006XX N CICERO AVE,SIDEWALK,41.892517133,-87.745722214,1144239.0,1903971.0,25,28,11,1111,60115
070XX S EMERALD AVE,STREET,41.766432184,-87.64319992,1172522.0,1858234.0,68,6,7,732,10949
039XX N HARLEM AVE,STREET,41.950993025,-87.807206031,1127368.0,1925171.0,17,38,16,1632,92725
013XX S TRIPP AVE,RESIDENCE,41.863278754,-87.731199007,1148268.0,1893344.0,29,24,10,1011,242613
065XX S KEATING AVE,STREET,41.774255638,-87.740944554,1145837.0,1860886.0,64,13,8,833,456730
035XX W 31ST ST,STREET,41.837069354,-87.71385253,1153062.0,1883827.0,30,22,10,1032,649897
048XX W HADDON AVE,RESIDENCE,41.901423183,-87.746988674,1143872.0,1907214.0,25,37,15,1531,566570
061XX N WINTHROP AVE,APARTMENT,41.993619268,-87.658323711,1167745.0,1940988.0,77,48,24,2433,99640
056XX S NEWCASTLE AVE,STREET,41.789873476,-87.792710042,1131681.0,1866484.0,56,23,8,811,421111
012XX N LA SALLE DR,APARTMENT,41.904653619,-87.6329484,1174908.0,1908624.0,8,43,18,1821,227149
043XX N NARRAGANSETT AVE,RESIDENCE,41.958938193,-87.786786895,1132904.0,1928101.0,15,38,16,1624,152826
109XX S AVENUE M,RESIDENCE-GARAGE,41.696530352,-87.537698483,1201539.0,1833011.0,52,10,4,432,527250
035XX N GREENVIEW AVE,RESIDENCE PORCH/HALLWAY,41.946013469,-87.666413129,1165681.0,1923623.0,6,44,19,1922,504640
008XX N LARAMIE AVE,SIDEWALK,41.895854992,-87.755627082,1141534.0,1905169.0,25,37,15,1524,528263
056XX S WESTERN AVE,SMALL RETAIL STORE,41.791401453,-87.683973468,1161330.0,1867246.0,63,16,8,824,495216
070XX S PULASKI RD,VEHICLE NON-COMMERCIAL,41.76562668,-87.722435883,1150908.0,1857777.0,65,13,8,833,290267
029XX N CICERO AVE,SIDEWALK,41.93468465,-87.746720868,1143862.0,1919335.0,19,31,25,2521,189409
0000X E 21ST ST,STREET,41.854269807,-87.624975212,1177230.0,1890282.0,33,2,1,131,628018
108XX S CALUMET AVE,APARTMENT,41.697460407,-87.614717625,1180502.0,1833165.0,49,9,5,513,192557
040XX W CONGRESS PKWY,VEHICLE NON-COMMERCIAL,41.874343989,-87.726582558,1149497.0,1897385.0,26,24,11,1132,423024
059XX N ROCKWELL ST,STREET,41.990003724,-87.694516923,1157916.0,1939595.0,2,40,20,2011,300307
029XX S DR MARTIN LUTHER KING JR DR,SPORTS ARENA/STADIUM,41.841622651,-87.617191438,1179389.0,1885691.0,35,4,1,133,2569
070XX W WELLINGTON AVE,STREET,41.934419041,-87.803273806,1128475.0,1919138.0,18,36,25,2511,524977
018XX W LARCHMONT AVE,RESIDENCE,41.953272046,-87.674995122,1163326.0,1926250.0,5,47,19,1922,728691
001XX W 87TH ST,PARKING LOT/GARAGE(NON.RESID.),41.736242888,-87.628413373,1176646.0,1847266.0,44,21,6,622,245068
072XX S MOZART ST,RESIDENCE,41.76220179,-87.694186427,1158624.0,1856585.0,66,18,8,831,194437
056XX N NAGLE AVE,SIDEWALK,41.983928637,-87.787717092,1132593.0,1937206.0,10,41,16,1612,732517
007XX E 82ND ST,STREET,41.745768584,-87.606857665,1182500.0,1850786.0,44,6,6,631,392132
018XX N KIMBALL AVE,STREET,41.914443495,-87.711822623,1153411.0,1912026.0,22,26,14,1422,471633
081XX S LAFAYETTE AVE,STREET,41.746435014,-87.625696461,1177357.0,1850986.0,44,21,6,622,158878
023XX N KARLOV AVE,RESIDENCE,41.923438466,-87.729189584,1148661.0,1915270.0,20,31,25,2525,498289
012XX S SPAULDING AVE,RESIDENCE PORCH/HALLWAY,41.865696419,-87.708084032,1154558.0,1894270.0,29,24,10,1021,406938
069XX S CLYDE AVE,SIDEWALK,41.769373492,-87.573940462,1191407.0,1859465.0,43,5,3,331,290069
057XX S MASON AVE,RESIDENTIAL YARD (FRONT/BACK),41.788365363,-87.770681224,1137692.0,1865973.0,56,23,8,811,656970
040XX W LEXINGTON ST,RESIDENCE,41.871838775,-87.726117926,1149630.0,1896473.0,26,24,11,1132,613077
004XX W 31ST ST,OTHER,41.838162038,-87.637262851,1173930.0,1884385.0,60,11,9,914,342276
049XX W CORNELIA AVE,STREET,41.944256383,-87.750470645,1142818.0,1922816.0,15,38,16,1634,748515
057XX N WAYNE AVE,RESIDENCE,41.986043808,-87.663222148,1166435.0,1938217.0,77,48,20,2013,301812
040XX W GRENSHAW ST,APARTMENT,41.867067979,-87.726394369,1149567.0,1894734.0,29,24,11,1132,134110
053XX S ARCHER AVE,CTA TRAIN,41.798787465,-87.742123311,1145454.0,1869823.0,56,23,8,815,495249
037XX W THOMAS ST,OTHER,41.900907679,-87.719241702,1151427.0,1907079.0,23,27,11,1112,263545
058XX W 54TH PL,STREET,41.793579099,-87.767800918,1138465.0,1867878.0,56,23,8,811,701080
073XX S DORCHESTER AVE,RESIDENCE,41.761748046,-87.590879885,1186810.0,1856646.0,43,5,3,324,360987
051XX S ABERDEEN ST,APARTMENT,41.800931959,-87.652618585,1169853.0,1870785.0,61,16,9,934,403541
023XX N KENMORE AVE,"SCHOOL, PRIVATE, BUILDING",41.924416977,-87.654791085,1168905.0,1915778.0,7,32,18,1811,152766
045XX N DAMEN AVE,STREET,41.963511843,-87.679037235,1162198.0,1929973.0,4,47,19,1911,330820
038XX W 80TH PL,RESIDENCE,41.746820149,-87.717846703,1152209.0,1850933.0,70,18,8,834,340706
046XX S INDIANA AVE,SIDEWALK,41.810467472,-87.621243351,1178379.0,1874329.0,38,3,2,215,520523
036XX W DICKENS AVE,ALLEY,41.919106021,-87.717439524,1151870.0,1913714.0,22,26,25,2525,144843
011XX W MARQUETTE RD,VEHICLE NON-COMMERCIAL,41.772364083,-87.652183869,1170054.0,1860376.0,68,17,7,724,466227
034XX S PRAIRIE AVE,RESIDENCE-GARAGE,41.832063452,-87.620571054,1178497.0,1882200.0,35,2,2,211,499483
064XX S CALIFORNIA AVE,STREET,41.776453617,-87.693322706,1158821.0,1861780.0,66,15,8,825,190131
046XX W 47TH ST,"SCHOOL, PRIVATE, BUILDING",41.807662187,-87.739936315,1146028.0,1873061.0,56,23,8,815,327100
056XX S PERRY AVE,RESIDENCE PORCH/HALLWAY,41.792195016,-87.627745649,1176661.0,1867656.0,40,3,2,225,517553
053XX S MORGAN ST,SIDEWALK,41.796657752,-87.650078356,1170558.0,1869233.0,61,20,9,934,335585
010XX E 54TH ST,RESIDENTIAL YARD (FRONT/BACK),41.797939675,-87.600705307,1184017.0,1869811.0,41,5,2,233,565862
008XX W 83RD ST,APARTMENT,41.743344716,-87.644630772,1172199.0,1849818.0,71,21,6,613,412836
054XX S DAMEN AVE,VEHICLE NON-COMMERCIAL,41.794738444,-87.674324349,1163952.0,1868482.0,61,16,9,932,303043
002XX E ILLINOIS ST,SMALL RETAIL STORE,41.890961404,-87.622476522,1177800.0,1903658.0,8,42,18,1834,472844
101XX S BEVERLY AVE,STREET,41.709913334,-87.657553374,1168768.0,1837608.0,72,21,22,2213,193104
081XX S RACINE AVE,MEDICAL/DENTAL OFFICE,41.746403307,-87.653627313,1169735.0,1850913.0,71,21,6,613,428105
023XX E 73RD ST,STREET,41.762611072,-87.567253924,1193253.0,1857017.0,43,7,3,334,394758
015XX W MONROE ST,MEDICAL/DENTAL OFFICE,41.880189495,-87.665317062,1166166.0,1899639.0,28,2,12,1224,31178
088XX S DANTE AVE,STREET,41.734549991,-87.589295367,1187328.0,1846739.0,48,8,4,412,356248
005XX E 107TH ST,RESIDENCE-GARAGE,41.700052894,-87.610635124,1181609.0,1834119.0,49,9,5,512,105512
0000X W HURON ST,STREET,41.894870926,-87.628544931,1176136.0,1905069.0,8,42,18,1832,230404
032XX N MILWAUKEE AVE,PARKING LOT/GARAGE(NON.RESID.),41.940181412,-87.725631692,1149586.0,1921378.0,21,30,17,1732,75063
056XX S PEORIA ST,STREET,41.791645168,-87.647520662,1171270.0,1867412.0,68,20,7,712,579981
002XX W DIVISION ST,VEHICLE NON-COMMERCIAL,41.903850204,-87.634856354,1174391.0,1908327.0,8,43,18,1821,504211
040XX N CENTRAL AVE,STREET,41.953883605,-87.767022007,1138292.0,1926294.0,15,38,16,1624,341940
023XX W ROOSEVELT RD,VEHICLE NON-COMMERCIAL,41.866629335,-87.684802433,1160897.0,1894657.0,28,25,12,1233,308633
018XX N HUMBOLDT BLVD,DRIVEWAY - RESIDENTIAL,41.914595748,-87.702004029,1156083.0,1912101.0,22,35,14,1421,269222
083XX S COTTAGE GROVE AVE,STREET,41.743182732,-87.605010707,1183012.0,1849848.0,44,6,6,632,474308
064XX W DAKIN ST,ALLEY,41.951699141,-87.787403848,1132753.0,1925462.0,17,38,16,1632,469475
022XX S RIDGEWAY AVE,RESIDENCE-GARAGE,41.850849284,-87.718630614,1151724.0,1888839.0,30,22,10,1013,381803
095XX S AVALON AVE,ALLEY,41.721706708,-87.593560817,1186204.0,1842049.0,50,8,5,511,416045
040XX W POTOMAC AVE,OTHER,41.904459675,-87.727168119,1149260.0,1908358.0,23,27,25,2534,580310
063XX W NEWPORT AVE,RESIDENCE,41.942929446,-87.784699834,1133509.0,1922271.0,17,36,16,1633,573246
096XX S EXCHANGE AVE,STREET,41.720114505,-87.552425743,1197439.0,1841568.0,51,10,4,431,140985
023XX W RICE ST,OTHER,41.896689344,-87.68520729,1160704.0,1905610.0,24,32,12,1212,590184
072XX S SOUTH SHORE DR,PARKING LOT/GARAGE(NON.RESID.),41.764581624,-87.561127448,1194918.0,1857750.0,43,7,3,334,179014
112XX S PARNELL AVE,RESIDENCE-GARAGE,41.689972086,-87.636259574,1174641.0,1830388.0,49,34,22,2233,327465
014XX S PULASKI RD,SIDEWALK,41.861953755,-87.725040392,1149949.0,1892873.0,29,24,10,1011,372019
020XX N SHEFFIELD AVE,OTHER,41.919041046,-87.653400358,1169299.0,1913822.0,7,43,18,1811,377020
023XX N PARKSIDE AVE,RESIDENCE,41.922594628,-87.767155466,1138331.0,1914892.0,19,37,25,2515,128937
029XX S CANAL ST,STREET,41.841343354,-87.637833902,1173765.0,1885543.0,60,11,9,914,212325
055XX S DAMEN AVE,PARKING LOT/GARAGE(NON.RESID.),41.793072339,-87.674268074,1163972.0,1867875.0,67,15,7,715,670246
025XX W 71ST ST,APARTMENT,41.76465077,-87.686043036,1160839.0,1857494.0,66,18,8,832,322874
012XX W 79TH ST,APARTMENT,41.75046856,-87.655643985,1169173.0,1852390.0,71,21,6,612,65683
010XX N HAMLIN AVE,APARTMENT,41.899760788,-87.721335407,1150860.0,1906657.0,23,27,11,1112,709964
015XX N HONORE ST,STREET,41.910224731,-87.673784417,1163776.0,1910566.0,24,1,14,1424,172796
061XX S WASHTENAW AVE,RESIDENCE-GARAGE,41.782286241,-87.691042805,1159427.0,1863910.0,66,15,8,825,170083
018XX W EVERGREEN AVE,APARTMENT,41.907510317,-87.674198092,1163671.0,1909576.0,24,1,14,1424,99909
026XX N LEAVITT ST,CHA APARTMENT,41.928965322,-87.67958883,1162144.0,1917383.0,7,1,19,1931,231586
056XX S ST LOUIS AVE,STREET,41.79061156,-87.710827405,1154009.0,1866904.0,63,14,8,822,637830
009XX W 51ST ST,STREET,41.801531124,-87.649076678,1170817.0,1871011.0,61,20,9,934,476498
073XX N OCONTO AVE,OTHER,42.013986357,-87.807831592,1127057.0,1948125.0,9,41,16,1611,591473
012XX N KILDARE AVE,RESIDENCE,41.90302303,-87.733694662,1147487.0,1907822.0,23,37,25,2534,4742
027XX W NORTH AVE,SMALL RETAIL STORE,41.910239494,-87.694846269,1158043.0,1910528.0,24,1,14,1421,457158
104XX S AVENUE H,STREET,41.705520126,-87.532867175,1202828.0,1836299.0,52,10,4,432,593547
061XX W WARWICK AVE,VACANT LOT/LAND,41.948463117,-87.77982945,1134821.0,1924296.0,17,38,16,1633,392428
011XX W WILSON AVE,ATM (AUTOMATIC TELLER MACHINE),41.965380394,-87.659074153,1167622.0,1930696.0,3,46,19,1913,739262
016XX W HADDON AVE,STREET,41.902272928,-87.667772152,1165435.0,1907681.0,24,1,12,1213,635826
009XX W 33RD ST,SIDEWALK,41.83478718,-87.649236294,1170677.0,1883129.0,60,11,9,913,506489
043XX W IOWA ST,RESIDENCE,41.897055712,-87.733963526,1147429.0,1905647.0,23,37,11,1111,372016
002XX S DEARBORN ST,GOVERNMENT BUILDING/PROPERTY,41.878926264,-87.629337063,1175968.0,1899257.0,32,42,1,113,1057
051XX S WESTERN AVE,CTA BUS,41.800692217,-87.684213423,1161239.0,1870631.0,63,14,9,923,261465
030XX W WASHINGTON BLVD,RESIDENCE,41.882835528,-87.702294749,1156089.0,1900527.0,27,2,12,1222,363271
056XX W BELDEN AVE,SIDEWALK,41.922132358,-87.767460862,1138249.0,1914723.0,19,37,25,2515,701121
030XX N LARAMIE AVE,APARTMENT,41.935670378,-87.756579971,1141177.0,1919676.0,19,31,25,2521,34167
001XX N KEELER AVE,STREET,41.882488277,-87.730629429,1148374.0,1900345.0,26,28,11,1114,522194
025XX W JARVIS AVE,STREET,42.015839678,-87.693426772,1158142.0,1949012.0,2,50,24,2411,63865
022XX W DEVON AVE,SIDEWALK,41.997806527,-87.685403628,1160372.0,1942457.0,2,50,24,2413,394761
015XX W DEVON AVE,VEHICLE NON-COMMERCIAL,41.998089383,-87.669588986,1164670.0,1942593.0,1,40,24,2432,562800
014XX W 18TH ST,OTHER,41.857846405,-87.663064499,1166843.0,1891502.0,31,25,12,1222,245746
063XX S MINERVA AVE,RESIDENCE,41.778871742,-87.59631384,1185274.0,1862873.0,42,20,3,314,306153
009XX W 14TH PL,STREET,41.862305268,-87.649471681,1170533.0,1893156.0,28,25,12,1232,523055
007XX N MICHIGAN AVE,CTA BUS,41.895140898,-87.624255632,1177303.0,1905177.0,8,42,18,1834,45202
007XX N LARAMIE AVE,RESIDENCE PORCH/HALLWAY,41.893700397,-87.755554676,1141559.0,1904384.0,25,28,15,1524,475374
088XX S MERRILL AVE,STREET,41.734716762,-87.572022342,1192042.0,1846841.0,48,8,4,412,755767
035XX S COTTAGE GROVE AVE,DRIVEWAY - RESIDENTIAL,41.830530933,-87.610277459,1181307.0,1881665.0,36,4,2,212,606340
023XX W 95TH ST,VEHICLE NON-COMMERCIAL,41.720950683,-87.681247338,1162268.0,1841580.0,72,19,22,2221,671234
077XX S CONSTANCE AVE,RESIDENCE,41.75429591,-87.57971086,1189881.0,1853957.0,43,8,4,414,310474
035XX W ARMITAGE AVE,SIDEWALK,41.917309067,-87.714473331,1152682.0,1913065.0,22,26,14,1422,331292
012XX N MAYFIELD AVE,STREET,41.902636812,-87.772955776,1136800.0,1907609.0,25,29,25,2531,575791
040XX W DIVISION ST,SIDEWALK,41.902646607,-87.727853825,1149078.0,1907696.0,23,27,25,2534,561000
063XX N WESTERN AVE,STREET,41.997274567,-87.689867756,1159160.0,1942254.0,2,50,24,2413,254365
056XX W HIGGINS AVE,RESIDENCE,41.970824363,-87.769401961,1137604.0,1932463.0,11,45,16,1622,231303
060XX S WESTERN AVE,COMMERCIAL / BUSINESS OFFICE,41.783944066,-87.683770059,1161406.0,1864529.0,66,15,8,825,400758
007XX W 78TH ST,SIDEWALK,41.75246176,-87.643334931,1172526.0,1853143.0,71,17,6,621,40484
071XX S CARPENTER ST,STREET,41.764321259,-87.650454531,1170549.0,1857449.0,68,17,7,733,493164
006XX N FAIRBANKS CT,STREET,41.89366181,-87.620275917,1178391.0,1904647.0,8,42,18,1834,205827
052XX S FRANCISCO AVE,STREET,41.798625253,-87.696377166,1157928.0,1869853.0,63,14,9,923,701417
111XX S PRINCETON AVE,STREET,41.691222764,-87.630281774,1176270.0,1830857.0,49,34,5,522,422467
046XX N SPRINGFIELD AVE,SIDEWALK,41.965526323,-87.725508552,1149554.0,1930614.0,14,39,17,1723,119896
044XX W LAWRENCE AVE,RESTAURANT,41.968105076,-87.740575045,1145450.0,1931525.0,16,45,17,1722,348601
027XX W CERMAK RD,ALLEY,41.851912036,-87.694622835,1158262.0,1889274.0,30,28,10,1023,357528
053XX W EDDY ST,STREET,41.945048113,-87.76001322,1140220.0,1923087.0,15,38,16,1634,645502
072XX S MORGAN ST,APARTMENT,41.762650752,-87.649200356,1170896.0,1856843.0,68,17,7,733,307135
132XX S GREENWOOD AVE,STREET,41.654704098,-87.594876923,1186054.0,1817631.0,54,9,5,533,608393
026XX N KEDZIE AVE,CTA BUS STOP,41.929553719,-87.707368951,1154583.0,1917541.0,22,35,14,1412,528947
060XX S HONORE ST,RESIDENCE,41.784004849,-87.670390013,1165055.0,1864579.0,67,15,7,714,387412
007XX W 79TH ST,STREET,41.750653093,-87.64330666,1172539.0,1852484.0,71,17,6,621,721383
002XX W CHICAGO AVE,DEPARTMENT STORE,41.896587901,-87.634682055,1174460.0,1905681.0,8,42,18,1831,39904
070XX S ELIZABETH ST,RESIDENCE,41.765991357,-87.655352357,1169208.0,1858047.0,67,17,7,734,74269
036XX W 57TH PL,RESIDENCE,41.78879601,-87.714599853,1152985.0,1866235.0,62,14,8,822,280689
097XX S AVENUE H,RESIDENCE,41.719027651,-87.532868061,1202782.0,1841221.0,52,10,4,432,665190
007XX E 79TH ST,SIDEWALK,41.751268534,-87.606048047,1182704.0,1852792.0,69,6,6,624,138245
033XX W LAWRENCE AVE,SIDEWALK,41.968407674,-87.712673606,1153037.0,1931689.0,14,33,17,1713,112152
054XX N LUDLAM AVE,RESIDENCE,41.979580447,-87.761498334,1139732.0,1935668.0,11,45,16,1623,468715
020XX W 69TH ST,STREET,41.768434033,-87.674260053,1164043.0,1858897.0,67,17,7,735,67169
073XX N WESTERN AVE,SIDEWALK,42.014493615,-87.690227788,1159015.0,1948528.0,2,49,24,2411,12808
025XX W 62ND ST,RESIDENCE-GARAGE,41.78103885,-87.686864519,1160570.0,1863464.0,66,15,8,825,374499
056XX W DIVERSEY AVE,STREET,41.931263196,-87.767064113,1138335.0,1918051.0,19,31,25,2514,641977
013XX S CANAL ST,DEPARTMENT STORE,41.864493678,-87.639158,1173336.0,1893976.0,28,2,1,131,60139
0000X E BRAYTON ST,SIDEWALK,41.665427458,-87.621160289,1178839.0,1821478.0,53,9,5,532,715447
044XX N CENTRAL AVE,SIDEWALK,41.961167954,-87.767266358,1138208.0,1928948.0,15,45,16,1623,614751
054XX W FULLERTON AVE,TAVERN/LIQUOR STORE,41.924037539,-87.761505847,1139865.0,1915428.0,19,30,25,2515,443665
003XX W 51ST PL,SPORTS ARENA/STADIUM,41.800889545,-87.633683411,1175016.0,1870811.0,37,3,9,935,517640
044XX W ADAMS ST,RESIDENCE,41.877848189,-87.736493098,1146789.0,1898643.0,26,28,11,1113,463727
037XX W THOMAS ST,RESIDENCE,41.900905623,-87.719370286,1151392.0,1907078.0,23,27,11,1112,695521
086XX S COTTAGE GROVE AVE,SIDEWALK,41.73784409,-87.604858521,1183070.0,1847903.0,44,8,6,632,604091
065XX S KENWOOD AVE,RESIDENCE,41.776309079,-87.59297765,1186192.0,1861947.0,42,20,3,321,463440
048XX N CENTRAL AVE,OTHER,41.96903684,-87.767516613,1138121.0,1931815.0,11,45,16,1622,350138
018XX W MELROSE ST,STREET,41.940532999,-87.674446198,1163511.0,1921609.0,5,32,19,1922,367008
035XX S LEAVITT ST,CTA TRAIN,41.829516983,-87.680143023,1162269.0,1881143.0,59,11,9,912,636000
019XX S ST LOUIS AVE,SIDEWALK,41.854591983,-87.712420769,1153406.0,1890215.0,29,24,10,1024,15358
113XX S KEDZIE AVE,ALLEY,41.687589445,-87.700677096,1157053.0,1829384.0,74,19,22,2211,343333
051XX S WOOD ST,RESIDENCE PORCH/HALLWAY,41.800356353,-87.669620025,1165219.0,1870539.0,61,16,9,932,677410
051XX N MASON AVE,RESIDENCE,41.974695015,-87.776983976,1135533.0,1933860.0,11,45,16,1622,329168
035XX N LONG AVE,RESIDENCE,41.944620653,-87.76179246,1139737.0,1922928.0,15,38,16,1634,213897
070XX N RAVENSWOOD AVE,OTHER,42.009269306,-87.675326876,1163079.0,1946655.0,1,49,24,2424,722719
004XX E 69TH ST,CTA BUS,41.76937989,-87.613732232,1180552.0,1859374.0,69,20,3,322,437877
105XX S WENTWORTH AVE,VEHICLE NON-COMMERCIAL,41.702145825,-87.62814507,1176821.0,1834842.0,49,34,5,512,92072
028XX N NATOMA AVE,STREET,41.93182997,-87.791829036,1131595.0,1918214.0,18,36,25,2511,730564
061XX S WOOD ST,APARTMENT,41.782073824,-87.669130298,1165404.0,1863878.0,67,15,7,714,429172
041XX N LECLAIRE AVE,RESIDENCE,41.955759897,-87.754762858,1141622.0,1927000.0,15,45,16,1624,757068
066XX S HERMITAGE AVE,STREET,41.773437666,-87.66773101,1165810.0,1860734.0,67,15,7,725,361641
026XX N CENTRAL PARK AVE,RESIDENCE,41.929192078,-87.717118344,1151931.0,1917390.0,22,35,14,1412,428779
093XX S BALTIMORE AVE,SIDEWALK,41.725594804,-87.548384737,1198524.0,1843575.0,46,10,4,424,222223
055XX W FULTON ST,SIDEWALK,41.885730068,-87.764139165,1139241.0,1901464.0,25,28,15,1523,24252
048XX N KEDVALE AVE,STREET,41.969060817,-87.731751934,1147847.0,1931890.0,14,39,17,1712,33964
074XX S STATE ST,RESTAURANT,41.758970818,-87.624778076,1177570.0,1855556.0,69,6,3,323,15218
011XX N LAWNDALE AVE,APARTMENT,41.901422057,-87.718953928,1151504.0,1907267.0,23,27,11,1112,92353
026XX N RACINE AVE,STREET,41.929280178,-87.658590853,1167857.0,1917542.0,7,32,19,1932,520718
016XX N LAKE SHORE DR NB,STREET,41.911678633,-87.625751594,1176846.0,1911200.0,7,43,18,1814,386600
064XX S HALSTED ST,SIDEWALK,41.777467929,-87.64472775,1172073.0,1862252.0,68,20,7,723,135910
133XX S RIVERDALE AVE,RESIDENCE,41.652779831,-87.608598734,1182310.0,1816898.0,54,9,5,533,694624
014XX N MASSASOIT AVE,STREET,41.90656861,-87.769449827,1137745.0,1909048.0,25,29,25,2531,676518
107XX S HALE AVE,PARKING LOT/GARAGE(NON.RESID.),41.698953268,-87.668982987,1165678.0,1833590.0,75,19,22,2212,414642
017XX W WALLEN AVE,STREET,42.002589776,-87.673383221,1163626.0,1944225.0,1,40,24,2432,696952
107XX S COTTAGE GROVE AVE,ALLEY,41.699272959,-87.608369892,1182230.0,1833840.0,50,9,5,513,173559
005XX E 35TH ST,PARKING LOT/GARAGE(NON.RESID.),41.83120459,-87.612669593,1180653.0,1881905.0,35,4,2,211,517566
062XX W DIVERSEY AVE,STREET,41.93104494,-87.782559925,1134119.0,1917944.0,19,29,25,2512,562707
075XX S COLFAX AVE,STREET,41.758420504,-87.561509187,1194834.0,1855504.0,43,7,4,421,110202
027XX W 15TH PL,STREET,41.86015536,-87.694052572,1158395.0,1892279.0,29,28,10,1023,676522
